image_id,annotator,age,previous_age,uncertain,is_issue,timestamp,comments,unusable,cruise,station_nr,individual_id
23847982.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T10:48:13.123107+00:00,,,,,
23929190.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T10:48:23.790745+00:00,,,,,
24717277.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T10:48:55.481124+00:00,,,,,
23991942.jpg,petrun,5,5,TRUE,TRUE,2026-05-05T10:49:22.983919+00:00,,,,,
24529226.jpg,petrun,4,4,TRUE,TRUE,2026-05-05T10:49:52.980274+00:00,,,,,
24637777.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T10:50:02.393210+00:00,,,,,
24729142.jpg,petrun,11,10,FALSE,TRUE,2026-05-05T10:50:43.700858+00:00,,,,,
23988867.jpg,petrun,12,12,TRUE,TRUE,2026-05-05T10:51:41.337305+00:00,,,,,
24919993.jpg,petrun,3,3,FALSE,FALSE,2026-05-05T10:51:46.340392+00:00,,,,,
24316130.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T10:51:54.132923+00:00,,,,,
24316126.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T10:52:01.683323+00:00,,,,,
23854672.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T10:52:09.736867+00:00,,,,,
24432309.jpg,petrun,5,5,TRUE,TRUE,2026-05-05T10:52:32.392728+00:00,,,,,
23877445.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T10:52:42.561514+00:00,,,,,
24362252.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T10:52:52.367887+00:00,,,,,
24017721.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T10:52:58.552654+00:00,,,,,
24827484.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T10:53:06.154003+00:00,,,,,
24382316.jpg,petrun,4,5,FALSE,TRUE,2026-05-05T10:53:16.345716+00:00,,,,,
24528076.jpg,petrun,6,5,FALSE,TRUE,2026-05-05T10:53:36.164966+00:00,,,,,
24748867.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T10:53:50.009394+00:00,,,,,
24730673.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T10:53:57.653670+00:00,,,,,
24340623.jpg,petrun,4,4,TRUE,TRUE,2026-05-05T10:54:19.562620+00:00,,,,,
24258497.jpg,petrun,9,10,FALSE,TRUE,2026-05-05T10:54:35.877424+00:00,,,,,
24133897.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T10:54:42.462914+00:00,,,,,
24633236.jpg,petrun,11,12,FALSE,TRUE,2026-05-05T10:55:11.076335+00:00,,,,,
24559865.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T10:55:46.543064+00:00,,,,,
23925516.jpg,petrun,5,5,TRUE,FALSE,2026-05-05T10:56:14.730386+00:00,,,,,
24545806.jpg,petrun,4,5,FALSE,TRUE,2026-05-05T10:56:23.436301+00:00,,,,,
24635963.jpg,petrun,3,3,TRUE,TRUE,2026-05-05T10:56:56.623647+00:00,,,,,
24565522.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T10:57:12.543043+00:00,,,,,
24601207.jpg,petrun,12,11,TRUE,TRUE,2026-05-05T11:01:04.550128+00:00,,,,,
24319615.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:01:15.074373+00:00,,,,,
24315646.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T11:01:34.829472+00:00,,,,,
24637772.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T11:05:11.781892+00:00,,,,,
24557167.jpg,petrun,6,4,FALSE,TRUE,2026-05-05T11:09:22.849249+00:00,,,,,
24362261.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T11:10:14.304592+00:00,,,,,
24392679.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:10:35.565091+00:00,,,,,
24841081.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T11:10:55.659844+00:00,,,,,
24392383.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:11:21.197229+00:00,,,,,
24316129.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:11:47.283556+00:00,,,,,
24897456.jpg,petrun,5,5,TRUE,TRUE,2026-05-05T11:12:19.364830+00:00,,,,,
24012725.jpg,petrun,2,2,FALSE,TRUE,2026-05-05T11:12:24.524316+00:00,,,,,
24558387.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:12:32.293705+00:00,,,,,
24869799.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T11:12:37.956490+00:00,,,,,
24323419.jpg,petrun,6,12,TRUE,TRUE,2026-05-05T11:17:21.727970+00:00,,,,,
24636085.jpg,petrun,6,5,TRUE,TRUE,2026-05-05T11:18:10.776633+00:00,,,,,
24633000.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T11:18:38.858127+00:00,,,,,
24719432.jpg,petrun,9,10,FALSE,TRUE,2026-05-05T11:19:16.203309+00:00,,,,,
24340615.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:19:26.838246+00:00,,,,,
24716746.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T11:19:47.749628+00:00,,,,,
23703201.jpg,petrun,5,4,FALSE,TRUE,2026-05-05T11:19:57.038919+00:00,,,,,
24741333.jpg,petrun,11,10,FALSE,FALSE,2026-05-05T11:21:04.893416+00:00,,,,,
24712901.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:21:12.868650+00:00,,,,,
24428362.jpg,petrun,8,10,FALSE,TRUE,2026-05-05T11:21:24.980140+00:00,,,,,
24359944.jpg,petrun,4,5,FALSE,TRUE,2026-05-05T11:21:36.723385+00:00,,,,,
24715231.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:21:44.489969+00:00,,,,,
24528386.jpg,petrun,4,4,FALSE,FALSE,2026-05-05T11:22:10.745005+00:00,,,,,
23847977.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:22:24.724739+00:00,,,,,
24563361.jpg,petrun,10,10,TRUE,TRUE,2026-05-05T11:23:00.324379+00:00,,,,,
24180188.jpg,petrun,4,4,TRUE,TRUE,2026-05-05T11:23:41.364413+00:00,,,,,
24341727.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T11:23:49.375806+00:00,,,,,
24817673.jpg,petrun,10,10,TRUE,TRUE,2026-05-05T11:24:10.888669+00:00,,,,,
24876602.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T11:24:18.960768+00:00,,,,,
24865643.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T11:24:25.089033+00:00,,,,,
24324276.jpg,petrun,4,5,FALSE,TRUE,2026-05-05T11:24:31.997848+00:00,,,,,
24616755.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:24:42.512361+00:00,,,,,
23949043.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T11:25:12.932143+00:00,,,,,
24144247.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T11:25:35.447514+00:00,,,,,
24600015.jpg,petrun,5,5,TRUE,TRUE,2026-05-05T11:25:49.214624+00:00,,,,,
23851225.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:26:11.163866+00:00,,,,,
24794386.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T11:26:16.202511+00:00,,,,,
24073067.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:26:28.203112+00:00,,,,,
23709660.jpg,petrun,5,5,TRUE,TRUE,2026-05-05T11:26:58.343250+00:00,,,,,
24879564.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T11:27:07.014834+00:00,,,,,
24409460.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T11:27:58.599772+00:00,,,,,
24709315.jpg,petrun,3,5,FALSE,TRUE,2026-05-05T11:28:05.089905+00:00,,,,,
24900102.jpg,petrun,2,2,FALSE,TRUE,2026-05-05T11:28:10.439644+00:00,,,,,
24386738.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:28:25.069568+00:00,,,,,
23894706.jpg,petrun,3,4,FALSE,FALSE,2026-05-05T11:28:32.386311+00:00,,,,,
24742481.jpg,petrun,5,5,FALSE,FALSE,2026-05-05T11:28:38.958120+00:00,,,,,
24046175.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:28:58.362625+00:00,,,,,
23625449.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T11:29:05.492923+00:00,,,,,
24007110.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T11:29:10.546765+00:00,,,,,
24833083.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T12:11:41.964918+00:00,,,,,
24319792.jpg,petrun,11,11,TRUE,TRUE,2026-05-05T12:12:32.035841+00:00,,,,,
24613705.jpg,petrun,5,5,FALSE,FALSE,2026-05-05T12:12:45.871502+00:00,,,,,
24529224.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:12:54.826812+00:00,,,,,
24730904.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T12:13:16.636251+00:00,,,,,
24499194.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:13:44.883182+00:00,,,,,
24561837.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:13:52.818400+00:00,,,,,
24882607.jpg,petrun,5,5,TRUE,FALSE,2026-05-05T12:14:04.487529+00:00,,,,,
23843733.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:14:12.365071+00:00,,,,,
24129538.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T12:14:18.063517+00:00,,,,,
24888415.jpg,petrun,2,2,FALSE,TRUE,2026-05-05T12:14:22.800210+00:00,,,,,
24315647.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:14:53.295237+00:00,,,,,
24872783.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T12:15:01.545558+00:00,,,,,
24769295.jpg,petrun,13,13,TRUE,TRUE,2026-05-05T12:15:40.189397+00:00,,,,,
24559709.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:15:50.523918+00:00,,,,,
24716760.jpg,petrun,5,1,TRUE,TRUE,2026-05-05T12:20:58.031879+00:00,,,,,
24768868.jpg,petrun,1,1,FALSE,TRUE,2026-05-05T12:21:04.220655+00:00,,,,,
24428585.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:21:17.761795+00:00,,,,,
24613715.jpg,petrun,5,5,TRUE,TRUE,2026-05-05T12:21:37.479482+00:00,,,,,
24420834.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T12:21:51.999413+00:00,,,,,
24362462.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:21:58.898213+00:00,,,,,
23703210.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T12:22:21.048230+00:00,,,,,
24562508.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:22:30.511572+00:00,,,,,
24431222.jpg,petrun,5,5,TRUE,FALSE,2026-05-05T12:23:05.017098+00:00,,,,,
24645167.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:23:16.381503+00:00,,,,,
24180306.jpg,petrun,10,10,TRUE,TRUE,2026-05-05T12:24:15.834497+00:00,,,,,
24496179.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:24:25.962891+00:00,,,,,
24617092.jpg,petrun,11,10,FALSE,TRUE,2026-05-05T12:24:44.834709+00:00,,,,,
24806919.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T12:25:15.052538+00:00,,,,,
24323313.jpg,petrun,9,10,TRUE,TRUE,2026-05-05T12:25:38.211265+00:00,,,,,
24432102.jpg,petrun,4,5,FALSE,TRUE,2026-05-05T12:25:48.507752+00:00,,,,,
23993142.jpg,petrun,9,10,FALSE,TRUE,2026-05-05T12:26:06.588611+00:00,,,,,
24319549.jpg,petrun,5,5,TRUE,TRUE,2026-05-05T12:26:57.325936+00:00,,,,,
23894835.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T12:27:05.027001+00:00,,,,,
24808380.jpg,petrun,6,5,FALSE,TRUE,2026-05-05T12:27:17.765732+00:00,,,,,
24319679.jpg,petrun,11,5,TRUE,TRUE,2026-05-05T12:31:40.343762+00:00,,,,,
24130253.jpg,petrun,3,3,FALSE,FALSE,2026-05-05T12:32:00.233787+00:00,,,,,
24313013.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T12:32:19.872624+00:00,,,,,
24696507.jpg,petrun,11,11,FALSE,TRUE,2026-05-05T12:32:43.881801+00:00,,,,,
24746542.jpg,petrun,6,5,TRUE,TRUE,2026-05-05T12:33:06.608741+00:00,,,,,
23844940.jpg,petrun,4,4,FALSE,FALSE,2026-05-05T12:33:24.120901+00:00,,,,,
23989840.jpg,petrun,12,3,TRUE,TRUE,2026-05-05T12:39:23.245521+00:00,,,,,
23989844.jpg,petrun,6,12,FALSE,TRUE,2026-05-05T12:40:09.096188+00:00,,,,,
24724872.jpg,petrun,11,10,TRUE,FALSE,2026-05-05T12:44:19.941820+00:00,,,,,
24877625.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T12:44:25.109840+00:00,,,,,
24910461.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T12:44:30.710282+00:00,,,,,
24063591.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:44:42.486382+00:00,,,,,
24805422.jpg,petrun,10,11,FALSE,TRUE,2026-05-05T12:44:55.613812+00:00,,,,,
24879804.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T12:45:00.486862+00:00,,,,,
24750348.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:45:07.182817+00:00,,,,,
24259061.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T12:45:42.361549+00:00,,,,,
24336899.jpg,petrun,4,5,FALSE,TRUE,2026-05-05T12:45:48.543223+00:00,,,,,
24015729.jpg,petrun,4,5,FALSE,FALSE,2026-05-05T12:45:59.101156+00:00,,,,,
24338998.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:46:10.069393+00:00,,,,,
24746888.jpg,petrun,4,5,FALSE,FALSE,2026-05-05T12:46:21.967637+00:00,,,,,
24723615.jpg,petrun,10,10,FALSE,FALSE,2026-05-05T12:46:52.620455+00:00,,,,,
24419215.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:46:59.123510+00:00,,,,,
24700188.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T12:47:06.567465+00:00,,,,,
24737929.jpg,petrun,12,12,TRUE,TRUE,2026-05-05T13:00:27.550216+00:00,,,,,
24362457.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T13:00:42.683806+00:00,,,,,
24000681.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T13:00:51.229793+00:00,,,,,
24527105.jpg,petrun,3,3,FALSE,TRUE,2026-05-05T13:01:04.122268+00:00,,,,,
24695047.jpg,petrun,11,10,FALSE,TRUE,2026-05-05T13:01:43.410105+00:00,,,,,
24717273.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T13:01:58.191734+00:00,,,,,
24644207.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T13:02:06.689548+00:00,,,,,
23877435.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T13:02:22.731012+00:00,,,,,
24633355.jpg,petrun,13,13,FALSE,TRUE,2026-05-05T13:02:40.117791+00:00,,,,,
24410066.jpg,petrun,9,11,TRUE,TRUE,2026-05-05T13:04:11.899765+00:00,,,,,
24071993.jpg,petrun,5,5,FALSE,FALSE,2026-05-05T13:04:26.952669+00:00,,,,,
24739080.jpg,petrun,4,4,FALSE,TRUE,2026-05-05T13:04:35.029169+00:00,,,,,
23843735.jpg,petrun,4,4,TRUE,TRUE,2026-05-05T13:05:04.694042+00:00,,,,,
24703537.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T13:05:12.877602+00:00,,,,,
24730891.jpg,petrun,10,10,FALSE,TRUE,2026-05-05T13:05:35.151608+00:00,,,,,
24254131.jpg,petrun,5,5,FALSE,TRUE,2026-05-05T13:05:45.317179+00:00,,,,,
24567931.jpg,petrun,5,5,TRUE,TRUE,2026-05-05T13:06:45.857405+00:00,,,,,
24231415.jpg,petrun,4,4,FALSE,FALSE,2026-05-12T08:22:48.712526+00:00,,FALSE,IFEB-2024,5,20
24230442.jpg,petrun,13,13,TRUE,TRUE,2026-05-12T10:37:31.877977+00:00,,FALSE,NAPR-2024,2,2
24695462.jpg,petrun,10,10,FALSE,TRUE,2026-05-12T10:38:22.489495+00:00,,FALSE,TB1-2025,3,4
24633345.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T10:38:37.284356+00:00,,FALSE,R1NOV-2024,11,4
24737082.jpg,petrun,3,3,FALSE,TRUE,2026-05-12T10:38:44.834611+00:00,,FALSE,TTH1-2025,20,1
24500127.jpg,petrun,3,3,FALSE,TRUE,2026-05-12T10:38:57.325597+00:00,,FALSE,TB2-2024,98,2
24014149.jpg,petrun,3,4,FALSE,TRUE,2026-05-12T10:39:13.918563+00:00,,FALSE,A3-2024,75,3
24878773.jpg,petrun,3,3,FALSE,TRUE,2026-05-12T10:39:20.343341+00:00,,FALSE,A4-2025,147,3
23843724.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T10:39:30.610320+00:00,,FALSE,EF91-2023,23,8
24645171.jpg,petrun,4,4,FALSE,FALSE,2026-05-12T10:39:37.485519+00:00,,FALSE,ANOV-2024,20,17
24558656.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T10:40:48.183836+00:00,,FALSE,TTH1-2024,132,7
24899358.jpg,petrun,2,2,FALSE,TRUE,2026-05-12T10:41:26.267876+00:00,,TRUE,A4-2025,196,7
24038009.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T10:41:41.099825+00:00,,FALSE,B3-2024,122,10
24806534.jpg,petrun,10,10,FALSE,FALSE,2026-05-12T10:41:55.750093+00:00,,FALSE,TB1-2025,87,1
24889777.jpg,petrun,3,3,FALSE,TRUE,2026-05-12T10:42:01.882292+00:00,,FALSE,A4-2025,173,2
24897927.jpg,petrun,3,3,FALSE,TRUE,2026-05-12T10:42:10.783160+00:00,,FALSE,A4-2025,192,9
24377755.jpg,petrun,9,10,TRUE,FALSE,2026-05-12T10:43:27.538318+00:00,,FALSE,B11-2024,433,1
24886718.jpg,petrun,5,5,FALSE,FALSE,2026-05-12T10:43:35.529779+00:00,,FALSE,A4-2025,166,2
24599531.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T10:43:48.493522+00:00,,FALSE,NNOV-2024,1,10
24751171.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T10:43:57.517450+00:00,,FALSE,TTH1-2025,68,7
24143932.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T10:44:17.811452+00:00,,FALSE,A3-2024,140,4
24730067.jpg,petrun,10,10,FALSE,TRUE,2026-05-12T10:44:30.312474+00:00,,FALSE,TB1-2025,82,3
24169002.jpg,petrun,3,3,FALSE,TRUE,2026-05-12T10:44:36.816953+00:00,,FALSE,TG1-2024,114,6
24313765.jpg,petrun,10,10,FALSE,TRUE,2026-05-12T10:45:31.764810+00:00,,FALSE,R1MAI-2024,21,20
24259085.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T10:45:55.527714+00:00,,FALSE,R1APR-2024,30,9
24730071.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T10:46:04.004626+00:00,,FALSE,TB1-2025,82,7
24870802.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T10:46:16.383747+00:00,,FALSE,A4-2025,130,4
24495734.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T10:46:51.208990+00:00,,FALSE,TB2-2024,58,2
24741470.jpg,petrun,3,3,FALSE,TRUE,2026-05-12T10:46:57.760586+00:00,,FALSE,TTH1-2025,36,5
24420274.jpg,petrun,4,5,FALSE,TRUE,2026-05-12T10:47:11.875499+00:00,,FALSE,IJUL-2024,3,15
24917908.jpg,petrun,2,3,FALSE,TRUE,2026-05-12T10:47:16.536638+00:00,,FALSE,Þ1-2025,34,5
24636001.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T10:47:26.393967+00:00,,FALSE,ODES-2024,10,16
24007602.jpg,petrun,3,3,FALSE,TRUE,2026-05-12T10:47:32.408641+00:00,,FALSE,A3-2024,57,5
24039909.jpg,petrun,4,4,FALSE,FALSE,2026-05-12T10:47:53.561475+00:00,,FALSE,B3-2024,127,6
24696180.jpg,petrun,10,10,TRUE,TRUE,2026-05-12T10:48:44.376204+00:00,,FALSE,TB1-2025,5,7
24071997.jpg,petrun,5,5,FALSE,FALSE,2026-05-12T10:48:51.440023+00:00,,FALSE,TG1-2024,53,6
23971585.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T10:49:03.320368+00:00,,FALSE,TB1-2024,44,3
24528075.jpg,petrun,7,5,TRUE,TRUE,2026-05-12T10:50:40.895516+00:00,Very hard to get a clear reading - very uncertain guess here.,FALSE,TTH1-2024,86,9
24038789.jpg,petrun,1,1,FALSE,TRUE,2026-05-12T10:50:46.610596+00:00,,FALSE,B3-2024,124,8
24742933.jpg,petrun,3,3,FALSE,TRUE,2026-05-12T10:50:52.359052+00:00,,FALSE,TTH1-2025,41,5
24730517.jpg,petrun,11,10,FALSE,TRUE,2026-05-12T10:51:06.086777+00:00,,FALSE,TB1-2025,83,9
24864972.jpg,petrun,3,2,TRUE,TRUE,2026-05-12T10:51:23.214530+00:00,Might be 2,FALSE,A4-2025,119,5
24696504.jpg,petrun,11,10,FALSE,FALSE,2026-05-12T10:52:04.566385+00:00,,FALSE,TB1-2025,6,4
24375792.jpg,petrun,4,4,TRUE,TRUE,2026-05-12T10:52:37.585090+00:00,,FALSE,B11-2024,428,5
24904803.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T10:52:47.675009+00:00,,FALSE,Þ1-2025,3,4
24401376.jpg,petrun,4,5,FALSE,TRUE,2026-05-12T10:53:03.741485+00:00,,FALSE,B11-2024,487,2
24254142.jpg,petrun,6,5,FALSE,TRUE,2026-05-12T10:53:14.413990+00:00,,FALSE,IMAR-2024,1,19
23253191.jpg,petrun,5,5,FALSE,FALSE,2026-05-12T10:53:49.767618+00:00,,FALSE,B3-2023,75,2
24015609.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T10:53:56.007741+00:00,,FALSE,A3-2024,79,1
24558335.jpg,petrun,5,5,FALSE,FALSE,2026-05-12T10:54:04.423684+00:00,,FALSE,TTH1-2024,131,1
24637909.jpg,petrun,3,3,FALSE,TRUE,2026-05-12T10:54:12.489897+00:00,,FALSE,ODES-2024,29,18
24616310.jpg,petrun,5,5,FALSE,FALSE,2026-05-12T10:54:26.623912+00:00,,FALSE,INOV-2024,1,15
24040799.jpg,petrun,2,2,FALSE,FALSE,2026-05-12T10:54:31.304118+00:00,,FALSE,A3-2024,94,4
24709718.jpg,petrun,5,5,FALSE,FALSE,2026-05-12T10:55:06.672663+00:00,,FALSE,TB1-2025,39,3
24749037.jpg,petrun,4,5,TRUE,TRUE,2026-05-12T10:55:23.862702+00:00,,FALSE,TTH1-2025,61,1
24633241.jpg,petrun,5,4,FALSE,TRUE,2026-05-12T10:55:39.987900+00:00,,FALSE,R1NOV-2024,10,20
24599530.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T10:55:49.139232+00:00,,FALSE,NNOV-2024,1,9
24913083.jpg,petrun,2,2,FALSE,TRUE,2026-05-12T10:55:54.193383+00:00,,FALSE,Þ1-2025,20,7
24842798.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T10:56:02.088669+00:00,,FALSE,TB1-2025,171,5
23877442.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T10:56:11.635104+00:00,,FALSE,EF22-2023,65,15
24866273.jpg,petrun,2,2,TRUE,TRUE,2026-05-12T10:56:40.610397+00:00,,FALSE,A4-2025,121,5
24831826.jpg,petrun,10,10,FALSE,TRUE,2026-05-12T10:56:56.483161+00:00,,FALSE,TB1-2025,148,3
24529228.jpg,petrun,3,4,TRUE,FALSE,2026-05-12T10:57:52.031029+00:00,,FALSE,TTH1-2024,90,11
24072568.jpg,petrun,4,5,FALSE,TRUE,2026-05-12T10:58:01.809552+00:00,,FALSE,TG1-2024,55,5
24458719.jpg,petrun,9,10,FALSE,TRUE,2026-05-12T10:58:23.918834+00:00,,FALSE,R1SEP-2024,9,8
23849740.jpg,petrun,5,4,FALSE,TRUE,2026-05-12T10:58:32.637810+00:00,,FALSE,EF25-2023,111,10
24559416.jpg,petrun,4,4,TRUE,TRUE,2026-05-12T10:59:03.827825+00:00,,FALSE,TTH1-2024,134,5
24122119.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T10:59:16.482423+00:00,,FALSE,B3-2024,138,5
23955978.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T10:59:31.066732+00:00,,FALSE,TB1-2024,9,11
24549944.jpg,petrun,5,5,TRUE,TRUE,2026-05-12T11:00:38.773459+00:00,,FALSE,TB2-2024,115,9
23851231.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T11:00:48.933526+00:00,,FALSE,EF25-2023,117,10
24528377.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T11:01:04.254697+00:00,,FALSE,TTH1-2024,87,3
24013633.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T11:01:11.188549+00:00,,FALSE,A3-2024,74,3
23253955.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T11:01:20.058453+00:00,,FALSE,B3-2023,77,4
23709655.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T11:01:29.141635+00:00,,FALSE,EF114-2023,10,14
24826766.jpg,petrun,2,2,FALSE,TRUE,2026-05-12T11:01:34.468585+00:00,,FALSE,TB1-2025,135,5
24062585.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T11:01:42.703614+00:00,,FALSE,TG1-2024,21,16
24883115.jpg,petrun,4,4,FALSE,FALSE,2026-05-12T11:01:55.219654+00:00,,FALSE,A4-2025,157,1
24827485.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T11:02:03.421139+00:00,,FALSE,TB1-2025,138,5
24904941.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T11:02:11.155230+00:00,,FALSE,Þ1-2025,3,7
24910780.jpg,petrun,5,5,TRUE,FALSE,2026-05-12T11:03:02.041689+00:00,,FALSE,Þ1-2025,17,5
24723619.jpg,petrun,9,10,FALSE,TRUE,2026-05-12T11:03:32.251061+00:00,,FALSE,TB1-2025,70,4
24796972.jpg,petrun,3,3,FALSE,TRUE,2026-05-12T11:03:39.759586+00:00,,FALSE,A4-2025,97,1
24001173.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T11:03:50.689019+00:00,,FALSE,A3-2024,43,2
24869801.jpg,petrun,5,5,FALSE,FALSE,2026-05-12T11:04:23.825328+00:00,,FALSE,A4-2025,128,3
24015618.jpg,petrun,5,5,FALSE,TRUE,2026-05-12T11:04:34.181800+00:00,,FALSE,A3-2024,79,8
24764678.jpg,petrun,2,2,FALSE,TRUE,2026-05-12T11:04:41.744048+00:00,,FALSE,A4-2025,22,5
24007253.jpg,petrun,4,4,FALSE,TRUE,2026-05-12T11:04:48.299727+00:00,,FALSE,A3-2024,57,3
24258979.jpg,petrun,4,4,FALSE,FALSE,2026-05-12T11:04:57.928055+00:00,,FALSE,R1APR-2024,29,6
24002374.jpg,petrun,1,1,FALSE,FALSE,2026-05-12T11:05:02.755054+00:00,,FALSE,A3-2024,47,1
24706913.jpg,petrun,1,1,FALSE,TRUE,2026-05-12T11:05:06.954508+00:00,,FALSE,TB1-2025,30,2
24062593.jpg,petrun,5,5,FALSE,FALSE,2026-05-12T11:05:15.235969+00:00,,FALSE,TG1-2024,21,24
24698084.jpg,petrun,10,10,TRUE,TRUE,2026-05-12T11:06:11.092674+00:00,,FALSE,TB1-2025,9,1
