measurement_id,sample_id_x,station_id,cruise_id,age,length,weight,sex_number,maturity_number,gutted_weight,liver_weight,gonad_weight,area_grid,sub_area_grid,shot_latitude,shot_longitude,gsi,hsi,bounding_box,image__content__url,quarter,quarter_2,quarter_3,quarter_4,quarter_sin,quarter_cos
23955973,544861,342742,20640,7.0,81,4842.0,1.0,2.0,4316.0,129.0,31.0,320,3,63.2355,-20.8716666666667,0.6402313093762908,2.664188351920694,"[[3071, 2723], [3905, 3294]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f366639a5d29c16f51a7c04b6b311bbf1f57ec7c37cfdb4af0a24980d29f9480.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=jqcaso9xmZxZ3j1RNBon4ApaasA%3D&Expires=1765370954,1,False,False,False,1.0,6.123233995736766e-17
23955972,544861,342742,20640,9.0,88,6245.0,2.0,2.0,4917.0,457.0,494.0,320,3,63.2355,-20.8716666666667,7.910328262610087,7.317854283426742,"[[2084, 2699], [3003, 3324]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f366639a5d29c16f51a7c04b6b311bbf1f57ec7c37cfdb4af0a24980d29f9480.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=6hPRc%2BBBla5IWlozRdStky7%2F9n0%3D&Expires=1765370950,1,False,False,False,1.0,6.123233995736766e-17
23955970,544861,342742,20640,6.0,84,6375.0,1.0,2.0,4261.0,461.0,1158.0,320,3,63.2355,-20.8716666666667,18.16470588235294,7.231372549019607,"[[4895, 1640], [5957, 2269]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f366639a5d29c16f51a7c04b6b311bbf1f57ec7c37cfdb4af0a24980d29f9480.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=INTyCZzeSZ6lthxNuyuNjItGnHE%3D&Expires=1765370958,1,False,False,False,1.0,6.123233995736766e-17
23955981,544861,342742,20640,9.0,85,5925.0,2.0,2.0,4950.0,437.0,348.0,320,3,63.2355,-20.8716666666667,5.8734177215189876,7.375527426160337,"[[1107, 4571], [1934, 5094]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f366639a5d29c16f51a7c04b6b311bbf1f57ec7c37cfdb4af0a24980d29f9480.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=wFNiAn8uS5LTTaQ6XYtcMJC%2BU%2FA%3D&Expires=1765370952,1,False,False,False,1.0,6.123233995736766e-17
23955982,544861,342742,20640,8.0,81,4755.0,2.0,2.0,3794.0,352.0,192.0,320,3,63.2355,-20.8716666666667,4.037854889589906,7.402733964248159,"[[2139, 4510], [3009, 5075]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f366639a5d29c16f51a7c04b6b311bbf1f57ec7c37cfdb4af0a24980d29f9480.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=wFNiAn8uS5LTTaQ6XYtcMJC%2BU%2FA%3D&Expires=1765370952,1,False,False,False,1.0,6.123233995736766e-17
23955983,544861,342742,20640,10.0,92,7045.0,1.0,2.0,5280.0,413.0,1022.0,320,3,63.2355,-20.8716666666667,14.506742370475514,5.862313697657914,"[[3083, 4485], [4077, 5033]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f366639a5d29c16f51a7c04b6b311bbf1f57ec7c37cfdb4af0a24980d29f9480.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=rFCjAXB0C%2Fhf59kTDSdx2ARCowI%3D&Expires=1765370953,1,False,False,False,1.0,6.123233995736766e-17
23955984,544861,342742,20640,7.0,74,3175.0,2.0,1.0,2915.0,129.0,21.0,320,3,63.2355,-20.8716666666667,0.6614173228346456,4.062992125984252,"[[4127, 4510], [5060, 5020]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f366639a5d29c16f51a7c04b6b311bbf1f57ec7c37cfdb4af0a24980d29f9480.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=jqcaso9xmZxZ3j1RNBon4ApaasA%3D&Expires=1765370954,1,False,False,False,1.0,6.123233995736766e-17
23955968,544861,342742,20640,5.0,76,4338.0,1.0,1.0,3850.0,148.0,,320,3,63.2355,-20.8716666666667,,3.4117104656523742,"[[2671, 1670], [3733, 2299]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f366639a5d29c16f51a7c04b6b311bbf1f57ec7c37cfdb4af0a24980d29f9480.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=INTyCZzeSZ6lthxNuyuNjItGnHE%3D&Expires=1765370958,1,False,False,False,1.0,6.123233995736766e-17
23955969,544861,342742,20640,9.0,87,6450.0,1.0,3.0,4706.0,397.0,874.0,320,3,63.2355,-20.8716666666667,13.550387596899224,6.155038759689922,"[[3814, 1637], [4845, 2250]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f366639a5d29c16f51a7c04b6b311bbf1f57ec7c37cfdb4af0a24980d29f9480.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=rFCjAXB0C%2Fhf59kTDSdx2ARCowI%3D&Expires=1765370953,1,False,False,False,1.0,6.123233995736766e-17
23955985,544861,342742,20640,7.0,92,7065.0,2.0,2.0,5510.0,647.0,542.0,320,3,63.2355,-20.8716666666667,7.671620665251239,9.157820240622788,"[[5116, 4385], [6178, 5014]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f366639a5d29c16f51a7c04b6b311bbf1f57ec7c37cfdb4af0a24980d29f9480.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=rquwwYZmsCBoHMlaqgXbJIzvjRY%3D&Expires=1765370951,1,False,False,False,1.0,6.123233995736766e-17
23956423,544862,342743,20640,13.0,101,11540.0,2.0,2.0,9015.0,616.0,964.0,320,1,63.2733333333333,-20.9883333333333,8.353552859618718,5.3379549393414205,"[[4333, 858], [5394, 1487]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=n8ZSbJEI5EtVy9IAhr5vI9w9rPI%3D&Expires=1765370945,1,False,False,False,1.0,6.123233995736766e-17
23956436,544862,342743,20640,7.0,84,4221.0,1.0,2.0,3495.0,163.0,380.0,320,1,63.2733333333333,-20.9883333333333,9.002606017531392,3.8616441601516223,"[[1115, 2607], [2177, 3236]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=TCPjtn1saNU2RVjnn%2Fj4CwZpwkM%3D&Expires=1765370961,1,False,False,False,1.0,6.123233995736766e-17
23956438,544862,342743,20640,9.0,91,6775.0,2.0,2.0,5605.0,337.0,340.0,320,1,63.2733333333333,-20.9883333333333,5.018450184501845,4.974169741697417,"[[3386, 2631], [4447, 3260]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=grR%2FlzFJdm36bcR47WSSx9TGd5A%3D&Expires=1765370952,1,False,False,False,1.0,6.123233995736766e-17
23956408,544862,342743,20640,9.0,95,7170.0,1.0,2.0,5658.0,253.0,930.0,320,1,63.2733333333333,-20.9883333333333,12.97071129707113,3.5285913528591353,"[[1171, 899], [2029, 1528]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=nlw75w2fdQsywEmBhU7X7iWhZ2w%3D&Expires=1765370947,1,False,False,False,1.0,6.123233995736766e-17
23956431,544862,342743,20640,9.0,91,6515.0,2.0,2.0,5285.0,474.0,462.0,320,1,63.2733333333333,-20.9883333333333,7.091327705295472,7.275518035303147,"[[1372, 1796], [2373, 2410]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=%2B%2BpH18VAqbxhYpSICVZiYecA7rs%3D&Expires=1765370957,1,False,False,False,1.0,6.123233995736766e-17
23956433,544862,342743,20640,9.0,88,6875.0,1.0,2.0,4650.0,279.0,627.0,320,1,63.2733333333333,-20.9883333333333,9.12,4.058181818181819,"[[3594, 1773], [4656, 2402]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=6wQgWH4rX8sj7zVsTkZPR08Wgpo%3D&Expires=1765370951,1,False,False,False,1.0,6.123233995736766e-17
23956448,544862,342743,20640,9.0,91,6270.0,1.0,2.0,4867.0,327.0,886.0,320,1,63.2733333333333,-20.9883333333333,14.130781499202552,5.215311004784689,"[[4605, 3482], [5667, 4111]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=n8ZSbJEI5EtVy9IAhr5vI9w9rPI%3D&Expires=1765370945,1,False,False,False,1.0,6.123233995736766e-17
23956449,544862,342743,20640,6.0,77,4430.0,1.0,2.0,3759.0,135.0,190.0,320,1,63.2733333333333,-20.9883333333333,4.288939051918736,3.0474040632054176,"[[5705, 3482], [6766, 4111]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=n8ZSbJEI5EtVy9IAhr5vI9w9rPI%3D&Expires=1765370945,1,False,False,False,1.0,6.123233995736766e-17
23956445,544862,342743,20640,9.0,88,5390.0,1.0,2.0,4225.0,238.0,763.0,320,1,63.2733333333333,-20.9883333333333,14.155844155844155,4.415584415584416,"[[2487, 3463], [3392, 4095]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=odGJUqpesb0EbEXjtx9CW6BwRyg%3D&Expires=1765370956,1,False,False,False,1.0,6.123233995736766e-17
23956442,544862,342743,20640,9.0,88,5774.0,1.0,2.0,4303.0,377.0,903.0,320,1,63.2733333333333,-20.9883333333333,15.6390717007274,6.52926913751299,"[[5488, 2607], [6550, 3236]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=slK6KUWzYQYGrcO%2Fm1G15Lt3LrQ%3D&Expires=1765370958,1,False,False,False,1.0,6.123233995736766e-17
23956440,544862,342743,20640,6.0,66,2740.0,2.0,1.0,2395.0,68.0,8.0,320,1,63.2733333333333,-20.9883333333333,0.291970802919708,2.4817518248175183,"[[4485, 2629], [5372, 3268]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=%2FBdrTwkzVD6QfMtw3fL6PPlyPC4%3D&Expires=1765370955,1,False,False,False,1.0,6.123233995736766e-17
23956437,544862,342743,20640,9.0,82,5345.0,1.0,2.0,4175.0,306.0,658.0,320,1,63.2733333333333,-20.9883333333333,12.310570626753975,5.724976613657624,"[[2247, 2615], [3308, 3244]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=nlw75w2fdQsywEmBhU7X7iWhZ2w%3D&Expires=1765370947,1,False,False,False,1.0,6.123233995736766e-17
23956435,544862,342743,20640,6.0,81,4026.0,1.0,1.0,3670.0,50.0,5.0,320,1,63.2733333333333,-20.9883333333333,0.1241927471435668,1.2419274714356685,"[[5689, 1765], [6750, 2394]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=V8HJNs%2Bby%2B0pz94roBupu236BDs%3D&Expires=1765370954,1,False,False,False,1.0,6.123233995736766e-17
23956434,544862,342743,20640,9.0,91,6840.0,1.0,2.0,5237.0,442.0,969.0,320,1,63.2733333333333,-20.9883333333333,14.166666666666666,6.461988304093567,"[[4726, 1765], [5677, 2394]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=TCPjtn1saNU2RVjnn%2Fj4CwZpwkM%3D&Expires=1765370961,1,False,False,False,1.0,6.123233995736766e-17
23956453,544862,342743,20640,8.0,91,6365.0,1.0,2.0,4865.0,370.0,878.0,320,1,63.2733333333333,-20.9883333333333,13.794186959937155,5.813040062843677,"[[2150, 4321], [3127, 4913]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=TCPjtn1saNU2RVjnn%2Fj4CwZpwkM%3D&Expires=1765370961,1,False,False,False,1.0,6.123233995736766e-17
23956430,544862,342743,20640,9.0,88,5702.0,2.0,2.0,4711.0,386.0,409.0,320,1,63.2733333333333,-20.9883333333333,7.1729217818309365,6.769554542265871,"[[5464, 842], [6526, 1471]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=HRalhOZ7X5Y1Of7PiymWBlZ%2Bi9I%3D&Expires=1765370950,1,False,False,False,1.0,6.123233995736766e-17
23956134,544862,342743,20640,9.0,83,5455.0,1.0,2.0,4275.0,270.0,746.0,320,1,63.2733333333333,-20.9883333333333,13.675527039413382,4.949587534372136,"[[3226, 874], [4287, 1503]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=grR%2FlzFJdm36bcR47WSSx9TGd5A%3D&Expires=1765370952,1,False,False,False,1.0,6.123233995736766e-17
23956432,544862,342743,20640,9.0,88,5895.0,2.0,2.0,4610.0,386.0,687.0,320,1,63.2733333333333,-20.9883333333333,11.653944020356237,6.547921967769296,"[[2423, 1804], [3504, 2370]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=n8ZSbJEI5EtVy9IAhr5vI9w9rPI%3D&Expires=1765370945,1,False,False,False,1.0,6.123233995736766e-17
23956456,544862,342743,20640,7.0,79,4577.0,1.0,2.0,3472.0,264.0,651.0,320,1,63.2733333333333,-20.9883333333333,14.223290364867816,5.767970286213677,"[[4405, 4316], [5467, 4945]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=n8ZSbJEI5EtVy9IAhr5vI9w9rPI%3D&Expires=1765370945,1,False,False,False,1.0,6.123233995736766e-17
23956446,544862,342743,20640,9.0,89,6165.0,2.0,2.0,5168.0,371.0,396.0,320,1,63.2733333333333,-20.9883333333333,6.423357664233577,6.0178426601784265,"[[3482, 3498], [4544, 4127]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=RMhGPbR2NOag9k5Fa%2FtFDCEmMJg%3D&Expires=1765370946,1,False,False,False,1.0,6.123233995736766e-17
23956457,544862,342743,20640,8.0,89,6720.0,2.0,2.0,5370.0,573.0,559.0,320,1,63.2733333333333,-20.9883333333333,8.318452380952381,8.526785714285715,"[[5520, 4316], [6582, 4945]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=s892xtWbkOfwPipRT60t%2FgmyO%2BM%3D&Expires=1765370960,1,False,False,False,1.0,6.123233995736766e-17
23956454,544862,342743,20640,9.0,96,7335.0,2.0,2.0,5744.0,682.0,584.0,320,1,63.2733333333333,-20.9883333333333,7.96182685753238,9.297886843899114,"[[3274, 4332], [4335, 4961]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=aSVkWyJRYL7zo2KHJD3R7HCEmOY%3D&Expires=1765370942,1,False,False,False,1.0,6.123233995736766e-17
23956451,544862,342743,20640,7.0,82,4705.0,1.0,2.0,3685.0,304.0,559.0,320,1,63.2733333333333,-20.9883333333333,11.880977683315622,6.461211477151966,"[[1115, 4305], [2069, 4905]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=V8HJNs%2Bby%2B0pz94roBupu236BDs%3D&Expires=1765370954,1,False,False,False,1.0,6.123233995736766e-17
23956412,544862,342743,20640,9.0,80,5005.0,2.0,2.0,3937.0,327.0,512.0,320,1,63.2733333333333,-20.9883333333333,10.22977022977023,6.533466533466534,"[[2102, 882], [3164, 1512]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=6wQgWH4rX8sj7zVsTkZPR08Wgpo%3D&Expires=1765370951,1,False,False,False,1.0,6.123233995736766e-17
23956444,544862,342743,20640,5.0,81,5740.0,1.0,2.0,4790.0,129.0,413.0,320,1,63.2733333333333,-20.9883333333333,7.1951219512195115,2.2473867595818815,"[[1380, 3514], [2441, 4143]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/8baf3a5540b2cf47210187d8ff26916fba85c43d5c55ac0324565545f5c35167.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=%2B%2BpH18VAqbxhYpSICVZiYecA7rs%3D&Expires=1765370957,1,False,False,False,1.0,6.123233995736766e-17
23965697,544882,342763,20640,9.0,88,5485.0,2.0,2.0,4550.0,364.0,320.0,324,4,63.1628333333333,-24.2208333333333,5.834092980856882,6.636280765724703,"[[2356, 1223], [3259, 1634]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=KBdG3%2BBBtI96kfGewwrd%2FCNJzps%3D&Expires=1765370958,1,False,False,False,1.0,6.123233995736766e-17
23965699,544882,342763,20640,7.0,83,4600.0,2.0,2.0,3730.0,300.0,387.0,324,4,63.1628333333333,-24.2208333333333,8.41304347826087,6.521739130434782,"[[4414, 1235], [5316, 1622]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=CrZGe4Y%2F9PHLnxBIMfrp3UAL9cU%3D&Expires=1765370952,1,False,False,False,1.0,6.123233995736766e-17
23965696,544882,342763,20640,8.0,85,5700.0,1.0,2.0,4426.0,347.0,703.0,324,4,63.1628333333333,-24.2208333333333,12.333333333333334,6.087719298245614,"[[1277, 1271], [2165, 1616]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=TFFbG6eZUBqJDH9Y8mIat4s0aeU%3D&Expires=1765370959,1,False,False,False,1.0,6.123233995736766e-17
23965698,544882,342763,20640,6.0,76,3478.0,2.0,2.0,2965.0,235.0,140.0,324,4,63.1628333333333,-24.2208333333333,4.025301897642323,6.756756756756757,"[[3456, 1271], [4293, 1631]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=TFFbG6eZUBqJDH9Y8mIat4s0aeU%3D&Expires=1765370959,1,False,False,False,1.0,6.123233995736766e-17
23965700,544882,342763,20640,9.0,95,6785.0,2.0,2.0,5615.0,373.0,328.0,324,4,63.1628333333333,-24.2208333333333,4.834193072955048,5.497420781134856,"[[5538, 1206], [6501, 1619]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=e7IqJSjVZNobxIN9UwO4maOKqCI%3D&Expires=1765370948,1,False,False,False,1.0,6.123233995736766e-17
23967651,544886,342767,20640,9.0,82,4544.0,1.0,2.0,3806.0,158.0,432.0,324,1,63.3793333333333,-24.6588333333333,9.507042253521126,3.4771126760563384,"[[3159, 4749], [4107, 5117]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=KBdG3%2BBBtI96kfGewwrd%2FCNJzps%3D&Expires=1765370958,1,False,False,False,1.0,6.123233995736766e-17
24191083,544886,342767,20640,8.0,80,,1.0,3.0,,,,324,1,63.3793333333333,-24.6588333333333,,,"[[3813, 2938], [4736, 3360]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=9Lg6%2FYOZBkrFVCDcY4B%2FyJo3sKM%3D&Expires=1765370946,1,False,False,False,1.0,6.123233995736766e-17
23967649,544886,342767,20640,8.0,92,6305.0,2.0,2.0,5275.0,419.0,432.0,324,1,63.3793333333333,-24.6588333333333,6.8517049960348935,6.645519429024584,"[[5566, 3828], [6574, 4192]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=VmQ%2BfpMW8ox7%2FCImz3mBcVYRD9w%3D&Expires=1765370956,1,False,False,False,1.0,6.123233995736766e-17
23967607,544886,342767,20640,8.0,84,5132.0,2.0,2.0,4358.0,234.0,329.0,324,1,63.3793333333333,-24.6588333333333,6.410756040530008,4.55962587685113,"[[1576, 2948], [2472, 3406]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=3roKDbv3qAMnzevQY3%2FP1%2B2UShQ%3D&Expires=1765370953,1,False,False,False,1.0,6.123233995736766e-17
23967648,544886,342767,20640,7.0,87,6235.0,1.0,3.0,4834.0,458.0,762.0,324,1,63.3793333333333,-24.6588333333333,12.221331194867682,7.345629510825982,"[[4399, 3828], [5333, 4217]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=e7IqJSjVZNobxIN9UwO4maOKqCI%3D&Expires=1765370948,1,False,False,False,1.0,6.123233995736766e-17
23967650,544886,342767,20640,8.0,96,7875.0,1.0,3.0,6295.0,387.0,986.0,324,1,63.3793333333333,-24.6588333333333,12.52063492063492,4.914285714285714,"[[1869, 4702], [2818, 5144]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=e7IqJSjVZNobxIN9UwO4maOKqCI%3D&Expires=1765370948,1,False,False,False,1.0,6.123233995736766e-17
23967645,544886,342767,20640,9.0,93,7110.0,1.0,2.0,5520.0,418.0,940.0,324,1,63.3793333333333,-24.6588333333333,13.220815752461323,5.8790436005625875,"[[1325, 3754], [2179, 4270]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=W%2BJYeaRPeTfHASYmf%2BR6AchE5Lk%3D&Expires=1765370942,1,False,False,False,1.0,6.123233995736766e-17
23967652,544886,342767,20640,8.0,77,4245.0,1.0,2.0,3158.0,282.0,666.0,324,1,63.3793333333333,-24.6588333333333,15.68904593639576,6.6431095406360425,"[[4511, 4714], [5318, 5077]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=WdHhxcmfgIj80kvFaG5Bjd6ZoTQ%3D&Expires=1765370957,1,False,False,False,1.0,6.123233995736766e-17
23967630,544886,342767,20640,7.0,76,3458.0,1.0,1.0,3066.0,149.0,6.0,324,1,63.3793333333333,-24.6588333333333,0.1735106998264893,4.308849045691151,"[[4896, 2902], [5717, 3341]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/37e5c6f21c95e23a04942d66122968d20f4ea5625ead4f94a675e0c90f98ec1e.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=t3puUMVr0JD4CtQdTkUu8ohJVBk%3D&Expires=1765370944,1,False,False,False,1.0,6.123233995736766e-17
