,individual_id,cruise,station,sampleId,measureId,individualLabel,id,created_at.x,modified_at.x,rating,age,comment,axis_poly,created_by_id.x,project_id,authority,bounding_box,created_at.y,modified_at.y,created_by_id.y,image_id,annotated_by,orig_filename,mimetype,scale_line,scale_mm,created_at,modified_at,created_by_id,content
2100,2358,NSEP-2024,5,553090,24547820,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5317, 3386], [6247, 3834]]",55:04.5,55:04.5,232,867,NA,NSEP-2024-5.jpg,image/jpeg,"[[6039, 5149], [6079, 5150]]",4,54:59.7,55:00.6,232,image_content/0b861eb75057db08bfcde8d5cb4d7f2fd943cf4c7acc58ade0e1a6d4f88a17ac.jpg
2101,2359,NMAR-2024,2,545446,24180302,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1074, 967], [1951, 1464]]",59:35.3,59:35.5,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2102,2360,NMAR-2024,2,545446,24180303,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[2197, 967], [3170, 1416]]",59:35.5,59:35.6,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2103,2361,NMAR-2024,2,545446,24180304,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[3466, 911], [4430, 1440]]",59:35.7,59:35.8,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2104,2362,NMAR-2024,2,545446,24180305,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4540, 886], [5569, 1424]]",59:35.8,59:35.9,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2105,2363,NMAR-2024,2,545446,24180306,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5643, 895], [6683, 1386]]",59:35.9,59:36.0,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2106,2364,NMAR-2024,2,545446,24180307,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1033, 1971], [2066, 2510]]",59:36.1,59:36.1,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2107,2365,NMAR-2024,2,545446,24180308,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[2221, 1939], [3189, 2487]]",59:36.2,59:36.3,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2108,2366,NMAR-2024,2,545446,24180309,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[3450, 1987], [4400, 2471]]",59:36.3,59:36.5,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2109,2367,NMAR-2024,2,545446,24180310,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4637, 1988], [5700, 2487]]",59:36.5,59:36.6,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2110,2368,NMAR-2024,2,545446,24180311,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5857, 1987], [6694, 2446]]",59:36.6,59:36.7,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2111,2369,NMAR-2024,2,545446,24180312,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1009, 2993], [2005, 3529]]",59:36.7,59:36.8,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2112,2370,NMAR-2024,2,545446,24180313,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[2155, 2952], [3119, 3529]]",59:36.9,59:37.0,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2113,2371,NMAR-2024,2,545446,24180314,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[3271, 2977], [4274, 3505]]",59:37.0,59:37.1,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2114,2372,NMAR-2024,2,545446,24180315,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4425, 2969], [5356, 3472]]",59:37.2,59:37.2,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2115,2373,NMAR-2024,2,545446,24180316,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5467, 3033], [6454, 3448]]",59:37.3,59:37.4,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2116,2374,NMAR-2024,2,545446,24180317,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1094, 4019], [1971, 4481]]",59:37.4,59:37.5,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2117,2375,NMAR-2024,2,545446,24180318,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[2148, 3954], [2938, 4550]]",59:37.6,59:37.7,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2118,2376,NMAR-2024,2,545446,24180319,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[3258, 4057], [4190, 4530]]",59:37.7,59:37.8,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2119,2377,NMAR-2024,2,545446,24180320,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4408, 4032], [5345, 4540]]",59:37.8,59:37.9,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2120,2378,NMAR-2024,2,545446,24180321,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5567, 4042], [6607, 4550]]",59:38.0,59:38.1,232,868,NA,NMAR-2024-2.jpg,image/jpeg,"[[6878, 5182], [6920, 5183]]",4,59:34.7,59:35.3,232,image_content/dfdc9eb80006f2ab4b4393aa1e061508f789bfd57c93d8332fcaf9b994dbfbec.jpg
2121,2379,ODES-2024,1,553653,24634944,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[761, 378], [1822, 1007]]",09:29.1,09:29.2,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2122,2380,ODES-2024,1,553653,24634945,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1911, 407], [2972, 1036]]",09:29.2,09:29.3,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2123,2381,ODES-2024,1,553653,24634946,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[3096, 437], [4158, 1066]]",09:29.4,09:29.5,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2124,2382,ODES-2024,1,553653,24634947,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4259, 391], [5363, 1020]]",09:29.5,09:29.6,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2125,2383,ODES-2024,1,553653,24634948,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5473, 398], [6399, 1027]]",09:29.6,09:29.7,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2126,2384,ODES-2024,1,553653,24634949,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[668, 1481], [1729, 2110]]",09:29.8,09:29.8,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2127,2385,ODES-2024,1,553653,24634950,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1847, 1561], [2773, 2056]]",09:29.9,09:29.9,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2128,2386,ODES-2024,1,553653,24634951,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[2890, 1500], [3951, 2129]]",09:30.0,09:30.2,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2129,2387,ODES-2024,1,553653,24634952,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4051, 1500], [5112, 2129]]",09:30.2,09:30.4,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2130,2388,ODES-2024,1,553653,24634953,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5203, 1472], [6264, 2101]]",09:30.5,09:30.6,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2131,2389,ODES-2024,1,553653,24634954,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[823, 2494], [1766, 2993]]",09:30.6,09:30.7,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2132,2390,ODES-2024,1,553653,24634955,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1919, 2394], [2967, 2998]]",09:30.8,09:30.9,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2133,2391,ODES-2024,1,553653,24634956,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[3078, 2369], [4140, 2998]]",09:31.0,09:31.1,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2134,2392,ODES-2024,1,553653,24634957,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4228, 2329], [5289, 2958]]",09:31.2,09:31.2,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2135,2393,ODES-2024,1,553653,24634958,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5347, 2329], [6408, 2958]]",09:31.3,09:31.4,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2136,2394,ODES-2024,1,553653,24635034,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[549, 3215], [1611, 3844]]",09:31.5,09:31.5,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2137,2395,ODES-2024,1,553653,24635035,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1737, 3214], [2937, 3814]]",09:31.6,09:31.7,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2138,2396,ODES-2024,1,553653,24635036,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[3088, 3235], [4150, 3864]]",09:31.7,09:31.8,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2139,2397,ODES-2024,1,553653,24635037,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4248, 3185], [5428, 3814]]",09:31.8,09:31.9,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2140,2398,ODES-2024,1,553653,24635038,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5527, 3225], [6588, 3854]]",09:32.0,09:32.1,232,869,NA,ODES-2024-1.jpg,image/jpeg,"[[6255, 5213], [6211, 5214]]",4,09:28.4,09:29.1,232,image_content/1eb1f9efb73bbf3d33b38b2126fc84b6b77e25b0e00d224291d1b01a3b819c50.jpg
2141,2399,ODES-2024,2,553654,24635063,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[544, 453], [1532, 935]]",26:21.0,26:21.1,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2142,2400,ODES-2024,2,553654,24635064,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1723, 415], [2785, 1044]]",26:21.1,26:21.2,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2143,2401,ODES-2024,2,553654,24635065,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[2870, 464], [3932, 1000]]",26:21.3,26:21.4,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2144,2402,ODES-2024,2,553654,24635066,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4027, 409], [4973, 978]]",26:21.4,26:21.5,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2145,2403,ODES-2024,2,553654,24635067,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5096, 258], [6136, 906]]",26:21.6,26:21.6,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2146,2404,ODES-2024,2,553654,24635068,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[729, 1448], [1731, 2007]]",26:21.7,26:21.8,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2147,2405,ODES-2024,2,553654,24635069,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1967, 1414], [2990, 1966]]",26:21.8,26:21.9,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2148,2406,ODES-2024,2,553654,24635070,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[3150, 1509], [3983, 1994]]",26:21.9,26:22.1,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2149,2407,ODES-2024,2,553654,24635071,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4076, 1509], [4892, 1969]]",26:22.1,26:22.2,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2150,2408,ODES-2024,2,553654,24635072,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4963, 1442], [5910, 1907]]",26:22.2,26:22.3,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2151,2409,ODES-2024,2,553654,24635073,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[762, 2485], [1681, 2930]]",26:22.4,26:22.5,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2152,2410,ODES-2024,2,553654,24635074,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1957, 2360], [2957, 2942]]",26:22.6,26:22.6,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2153,2411,ODES-2024,2,553654,24635075,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[3055, 2311], [4058, 2880]]",26:22.7,26:22.7,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2154,2412,ODES-2024,2,553654,24635076,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4126, 2326], [5092, 2900]]",26:22.8,26:22.8,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2155,2413,ODES-2024,2,553654,24635077,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5222, 2209], [6283, 2838]]",26:22.9,26:23.0,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2156,2414,ODES-2024,2,553654,24635078,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[548, 3375], [1479, 3893]]",26:23.1,26:23.2,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2157,2415,ODES-2024,2,553654,24635079,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1634, 3428], [2557, 3870]]",26:23.2,26:23.4,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2158,2416,ODES-2024,2,553654,24635080,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[2683, 3403], [3583, 3855]]",26:23.4,26:23.5,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2159,2417,ODES-2024,2,553654,24635081,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[3859, 3370], [4765, 3785]]",26:23.6,26:23.6,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2160,2418,ODES-2024,2,553654,24635082,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4976, 3278], [5943, 3793]]",26:23.7,26:23.8,232,870,NA,ODES-2024-2.jpg,image/jpeg,"[[5828, 5183], [5877, 5183]]",4,26:20.3,26:21.0,232,image_content/8472fc19f9e3a65db2434bdffc59d2a9ec0b55096cfdb49497edc7b1b25eacd1.jpg
2161,2419,ODES-2024,10,553662,24635963,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1047, 708], [1766, 1046]]",30:26.5,30:26.6,232,871,NA,ODES-2024-10.jpg,image/jpeg,"[[6313, 5129], [6355, 5129]]",4,30:25.8,30:26.5,232,image_content/e832d02172cc346ce0e5105ee8410c6ecf20442190ddd7dc36c988ed30d22f75.jpg
2162,2420,ODES-2024,10,553662,24635964,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[2118, 738], [2687, 1067]]",30:26.7,30:26.8,232,871,NA,ODES-2024-10.jpg,image/jpeg,"[[6313, 5129], [6355, 5129]]",4,30:25.8,30:26.5,232,image_content/e832d02172cc346ce0e5105ee8410c6ecf20442190ddd7dc36c988ed30d22f75.jpg
2163,2421,ODES-2024,10,553662,24635965,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[2948, 708], [3660, 1076]]",30:26.8,30:26.9,232,871,NA,ODES-2024-10.jpg,image/jpeg,"[[6313, 5129], [6355, 5129]]",4,30:25.8,30:26.5,232,image_content/e832d02172cc346ce0e5105ee8410c6ecf20442190ddd7dc36c988ed30d22f75.jpg
2164,2422,ODES-2024,10,553662,24635966,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4018, 738], [4839, 1096]]",30:27.0,30:27.1,232,871,NA,ODES-2024-10.jpg,image/jpeg,"[[6313, 5129], [6355, 5129]]",4,30:25.8,30:26.5,232,image_content/e832d02172cc346ce0e5105ee8410c6ecf20442190ddd7dc36c988ed30d22f75.jpg
2165,2423,ODES-2024,10,553662,24635967,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[5179, 648], [5809, 1056]]",30:27.2,30:27.4,232,871,NA,ODES-2024-10.jpg,image/jpeg,"[[6313, 5129], [6355, 5129]]",4,30:25.8,30:26.5,232,image_content/e832d02172cc346ce0e5105ee8410c6ecf20442190ddd7dc36c988ed30d22f75.jpg
2166,2424,ODES-2024,10,553662,24635991,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[829, 1503], [1891, 2132]]",30:27.5,30:27.6,232,871,NA,ODES-2024-10.jpg,image/jpeg,"[[6313, 5129], [6355, 5129]]",4,30:25.8,30:26.5,232,image_content/e832d02172cc346ce0e5105ee8410c6ecf20442190ddd7dc36c988ed30d22f75.jpg
